gene_name,sequence_length,gc_content,at_gc_ratio,kmer_3_GGG,kmer_3_GGC,kmer_3_GCG,kmer_3_CGG,kmer_3_GCT,kmer_3_CTG,kmer_3_TGC,kmer_3_GCC,kmer_3_CCG,kmer_3_CGC,kmer_3_CCA,kmer_3_CAG,kmer_3_AGC,kmer_3_CCC,kmer_3_CTA,kmer_3_TAA,kmer_3_AAG,kmer_3_AGG,kmer_3_CTC,kmer_3_TCG,kmer_3_GGA,kmer_3_GAG,kmer_3_AGA,kmer_3_TCT,kmer_3_TGT,kmer_3_GTT,kmer_3_TTT,kmer_3_TTC,kmer_3_TCC,kmer_3_AGT,kmer_3_GTC,kmer_3_GTG,kmer_3_TGG,kmer_3_CTT,kmer_3_TTA,kmer_3_AAA,kmer_3_CAC,kmer_3_ACT,kmer_3_CGT,kmer_3_CAA,kmer_3_AAT,kmer_3_ATG,kmer_3_TAT,kmer_3_TGA,kmer_3_GAC,kmer_3_ACA,kmer_3_TCA,kmer_3_CCT,kmer_3_ACG,kmer_3_GAT,kmer_3_ATC,kmer_3_CGA,kmer_3_CAT,kmer_3_TAC,kmer_3_AAC,kmer_3_GCA,kmer_3_GAA,kmer_3_ACC,kmer_3_GGT,kmer_3_ATT,kmer_3_TTG,kmer_3_ATA,kmer_3_GTA,kmer_3_TAG,kmer_3_CAN,kmer_3_ANN,kmer_3_NNN,kmer_3_NNT,kmer_3_NTA
TSP1,82663,0.5404836504844973,0.8501947267111329,0.033885387304774924,0.02101353721827706,0.008407834408003774,0.006109289749700584,0.020009436130702506,0.029252005177774282,0.026542142001669468,0.017602013041216533,0.0069924148026275995,0.005939923301194034,0.022199102357822915,0.02737687664073747,0.015158297141336301,0.022997544186496657,0.008504615235721803,0.006048801732376816,0.015242980365589577,0.028393075331776776,0.016089812608122332,0.0036050858324965826,0.020928853994023784,0.026590532415528483,0.018460942887214043,0.015134101934406794,0.021920857478133583,0.012303262723654444,0.011444332877656936,0.014130000846832242,0.016791473609078043,0.017142304109555896,0.01079106229056024,0.03527661170322159,0.030558546351967676,0.014843759451252707,0.009133690615888992,0.008044906304061166,0.020130412165350043,0.014117903243367489,0.00659319388829073,0.012012920240500357,0.009641789961408645,0.02188456466773932,0.012920240500356879,0.02068690192472871,0.00902481218470621,0.014359855312662562,0.017239084937273927,0.019428751164394333,0.003955916332974437,0.01438405051959207,0.011758870567740531,0.0043188444369170464,0.01691244964372558,0.009920034841097979,0.007585197372400527,0.022634616082554047,0.014408245726521576,0.014226781674550272,0.02311852022114419,0.00942403309904308,0.013307363811228996,0.01079106229056024,0.010403938979688124,0.009944230048027487,0.0,0.0,0.0,0.0,0.0
TWIST1,4584,0.5410122164048866,0.8483870967741935,0.017459624618070713,0.02247926669576604,0.01789611523352248,0.014622435617634221,0.013967699694456569,0.01811436054124836,0.02422522915757311,0.021606285464862506,0.016150152771715408,0.017241379310344827,0.024443474465298997,0.02357049323439546,0.018769096464426014,0.030554343081623744,0.012003491924923615,0.011130510694020079,0.013749454386730685,0.017241379310344827,0.02138804015713662,0.007638585770405936,0.013967699694456569,0.016150152771715408,0.01571366215626364,0.017677869925796594,0.017023134002618942,0.012658227848101266,0.018332605848974247,0.014840680925360105,0.0189873417721519,0.01003928415539066,0.011348756001745963,0.018550851156700132,0.014185945002182452,0.014185945002182452,0.012003491924923615,0.020515058926233086,0.028808380619816675,0.016150152771715408,0.012439982540375382,0.014622435617634221,0.01069402007856831,0.016586643387167175,0.012003491924923615,0.01069402007856831,0.013967699694456569,0.0202968136185072,0.011567001309471846,0.01789611523352248,0.013094718463553033,0.007420340462680052,0.008293321693583587,0.010475774770842427,0.018550851156700132,0.010257529463116543,0.014404190309908338,0.029244871235268442,0.013312963771278918,0.01789611523352248,0.00960279353993889,0.01287647315582715,0.01287647315582715,0.010912265386294195,0.006547359231776516,0.008075076385857704,0.0,0.0,0.0,0.0,0.0
WNT7A,181012,0.43696550504938897,1.2885101648629513,0.015026794099773493,0.012452350698856416,0.005264902491575051,0.004900281752389371,0.013474393679907187,0.01950168498977957,0.01913153969393956,0.012325285895806861,0.004889232639080714,0.005115739461908182,0.01924755538368046,0.019584553339594496,0.01339152533009226,0.014181536931661234,0.012546268161980002,0.01800453013645655,0.017761449643666095,0.016452129716590245,0.012833545108005082,0.004380973426882493,0.015673167228329926,0.014479862990994973,0.01812054582619745,0.017115076515109663,0.021871719794486492,0.014535108557538258,0.028490138666372025,0.01694381525882548,0.014314126291365118,0.015728412794873213,0.01050218219987846,0.018103972156234462,0.019639798906137783,0.017568090160764598,0.01719794486492459,0.029799458593447875,0.019037622230815978,0.015816805701342466,0.005264902491575051,0.02089387326667035,0.022844041765648308,0.02169493398154798,0.017943760013258935,0.01887741008784045,0.010568476879730402,0.024103640682835204,0.018385724545605216,0.016043312524169934,0.005546654880945804,0.014115242251809292,0.013910833655599138,0.004800839732611458,0.021241920335893043,0.012800397768079112,0.016601292746257112,0.01902657311750732,0.018308380752444616,0.013540688359759129,0.012866692447931054,0.022258438760289486,0.020219877354842274,0.018280757969172973,0.012590464615214628,0.011866747693497597,0.0,0.0,0.0,0.0,0.0
PTMA,7340,0.5066757493188011,0.973648830330734,0.04074679749250477,0.015944399018806215,0.012264922322158627,0.010902153175252113,0.016898337421640774,0.022621967838648133,0.023984736985554648,0.01744344508040338,0.011447260834014717,0.012673753066230581,0.016080675933496866,0.015944399018806215,0.012128645407467975,0.02153175252112292,0.008857999454892341,0.012401199236849278,0.015944399018806215,0.018124829653856638,0.014309076042518397,0.008176614881439084,0.01553556827473426,0.014309076042518397,0.010220768601798855,0.019487598800763152,0.028209321340964842,0.017988552739165987,0.03406922867266285,0.016080675933496866,0.01553556827473426,0.016762060506950123,0.014172799127827746,0.02630144453529572,0.022076860179885527,0.02044153720359771,0.01362769146906514,0.019351321886072498,0.01362769146906514,0.011992368492777324,0.006950122649223222,0.012264922322158627,0.013900245298446443,0.018124829653856638,0.013763968383755792,0.01744344508040338,0.010084491687108205,0.011992368492777324,0.011038430089942763,0.017852275824475333,0.00585990733169801,0.011447260834014717,0.009675660943036249,0.007222676478604524,0.015399291360043608,0.009130553284273644,0.009403107113654947,0.018124829653856638,0.0145816298718997,0.012401199236849278,0.019623875715453803,0.015944399018806215,0.024666121559007905,0.01076587626056146,0.013082583810302535,0.011038430089942763,0.0,0.0,0.0,0.0,0.0
FG10,340476,0.4378752100001175,1.2837556846383966,0.01467659791937123,0.012268190816332524,0.004743387160253059,0.0052368169081926964,0.013774913796648202,0.019819428208908755,0.018668092130382938,0.012171267115844382,0.0052191944171948515,0.005034158261717488,0.018659280884884014,0.019472852552617822,0.013390156076528605,0.015358000904621204,0.011821754377720472,0.01732290865088083,0.017945569999471327,0.01644765826465457,0.015299259267961725,0.0047169534237562925,0.015402057132115815,0.014221350235260255,0.01805130494545839,0.02005439475554668,0.022398186058259956,0.016012970153374412,0.030445790280608797,0.018891310349688963,0.015701639479079165,0.015622338269588868,0.011428185412101952,0.017134935413570494,0.01964026621709734,0.019023479032172795,0.017557875197518752,0.028877388581800667,0.017437454842366817,0.015078978130488672,0.005063529080047228,0.02012194763770508,0.02238643773092806,0.02088558891427833,0.01793382167213943,0.017995500390631882,0.010688040790192496,0.02197230919247872,0.018541797611565054,0.017055634204080194,0.0051017111438758905,0.013366659421864812,0.013396030240194551,0.004446741895122682,0.020812161868453978,0.01235924035315472,0.014729465392364763,0.01867102921221591,0.017619553916011207,0.013061202911235513,0.013654493441496267,0.022274828621275045,0.020862092259614537,0.01794263291763835,0.01216245587034546,0.011868747687048056,0.0,0.0,0.0,0.0,0.0
SHH,33020,0.506511205330103,0.9742899850523169,0.019141074565388577,0.018323338784905205,0.010055121448906657,0.009843115876188746,0.01620328305772609,0.024562359924889456,0.020837119147131867,0.01947422617965958,0.011024289781331395,0.011296868374825852,0.02065540008480223,0.021866860500333152,0.016142710036949542,0.02622811799624447,0.011236295354049306,0.011508873947543763,0.014961536131806893,0.01829305227451693,0.01908050154461203,0.007056756920467624,0.015446120298019263,0.01453752498637107,0.015536979829184082,0.020201102428978133,0.01947422617965958,0.013265491550063601,0.024653219456054275,0.017081591858986007,0.01750560300442183,0.013174632018898782,0.013538070143558059,0.018747349930341026,0.020140529408201588,0.017778181597916286,0.013114058998122236,0.020413108001696045,0.02313889393664062,0.015082682173359986,0.007389908534738627,0.017959900660245925,0.014416378944817978,0.015991277485008178,0.012235750196862318,0.014113513840935248,0.011811739051426495,0.022078866073051064,0.016021563995396452,0.021170270761402873,0.006875037858137986,0.0113574413956024,0.011084862802107942,0.006481313223090436,0.016657580713550186,0.011024289781331395,0.01393179477860561,0.02086740565752014,0.013871221757829063,0.015870131443455084,0.014507238475982797,0.014416378944817978,0.015264401235689624,0.013174632018898782,0.009025380095705372,0.01178145254103822,0.0,0.0,0.0,0.0,0.0
MMP9,20556,0.4782545242265032,1.0909368324687214,0.021309720735623237,0.013719957185949207,0.007054587914761117,0.006324802958061691,0.014060523499075606,0.021942201031429406,0.019850150822224386,0.013865914177289091,0.006811326262527975,0.008076286854140313,0.017904057604359248,0.017660795952126107,0.011773863968084072,0.021893548700982778,0.009633161428432423,0.012892867568356524,0.016882358664980054,0.018585190230612045,0.02126106840517661,0.005984236644935292,0.0193636275177581,0.017952709934805876,0.019169018195971586,0.024569426875547338,0.018682494891505304,0.014011871168628977,0.024812688527780482,0.01999610781356427,0.017076967986766566,0.013768609516395835,0.010800817359151503,0.018244623917485648,0.023207161623041744,0.0190230612046317,0.013574000194609321,0.019898803152671014,0.018633842561058676,0.0118225162985307,0.006519412279848205,0.017125620317213194,0.018244623917485648,0.021552982387856377,0.014984917777561545,0.01843923323927216,0.012065777950763842,0.018633842561058676,0.018098666926145764,0.021407025396516493,0.00637345528850832,0.015909312056047484,0.013671304855502579,0.005303104018682495,0.019606889169991242,0.010071032402452077,0.01123868833317116,0.01843923323927216,0.01634718303006714,0.01517952709934806,0.015033570108008173,0.018974408874185073,0.01843923323927216,0.01454704680354189,0.010946774350491389,0.010752165028704875,0.0,0.0,0.0,0.0,0.0
NRG1,2309699,0.45127092318089934,1.2159637340496978,0.016370978530950164,0.012816832684113977,0.00539984249016213,0.005833232670778894,0.013475793578118688,0.019980542902380702,0.018216242217052713,0.013089162777628408,0.005868735163097151,0.005462188330330775,0.01979263946742798,0.019775754135715636,0.013551994049435922,0.016873641867309868,0.011802846866926701,0.016035003725596908,0.018469089235514442,0.017982445316420292,0.01595447368204574,0.005224494814687814,0.016365783044269444,0.015553555293183478,0.018640540295978218,0.01910726818279627,0.0216985171648056,0.015383836061613277,0.027365927219024835,0.018325780394571237,0.016935121793031728,0.015447913730675495,0.01138287836023513,0.01749536844010275,0.01954109132063643,0.018763500147421935,0.016079165362383033,0.026958947429035065,0.017363316486967772,0.015327118665348746,0.0053656388695140535,0.02021910233247045,0.020304394905478945,0.0196475987975912,0.01657360251149826,0.017857320678859607,0.011149947374049497,0.02125906558306133,0.018163854393022115,0.018591183172511374,0.005347887623354925,0.01360697961680688,0.01376760674668582,0.005179900220678297,0.019939844923381723,0.012435397370304416,0.015213683872819682,0.01808245843502416,0.01773306195574571,0.014228273232376368,0.014174153579452196,0.020447270789198755,0.0201896612412797,0.016562345623690033,0.012424140482496189,0.011824061770872975,0.0,0.0,0.0,0.0,0.0
FUS,20503,0.46412720089742965,1.1545817570407735,0.0178527876688942,0.013511536022633042,0.007024047607433784,0.006487488415199258,0.01541388224964636,0.020340471196527,0.021755036339690746,0.014194429540022438,0.00599970733134969,0.0067801570655089995,0.018145456319203942,0.017755231452124286,0.014682210623872005,0.01556021657480123,0.010975074386615286,0.015608994683186186,0.015462660358031316,0.01629188820057558,0.015121213599336618,0.007902053558363006,0.015365104141261401,0.014048095214867568,0.013170089263938345,0.019316130920442907,0.021950148773230573,0.017365006585044633,0.033608116677235254,0.018828349836593337,0.01585288522511097,0.014584654407102092,0.012682308180088777,0.019999024437832302,0.02555972879371738,0.02321837959123945,0.016096775767035755,0.020730696063606655,0.014438320081947223,0.016096775767035755,0.007560606799668309,0.019462465245597776,0.017608897126969416,0.02004780254621726,0.014535876298717136,0.017121116043119847,0.010097068435686064,0.015804107116726012,0.015462660358031316,0.018828349836593337,0.006633822740354129,0.01385298278132774,0.011901858445929466,0.006731378957124043,0.0178527876688942,0.010536071411150675,0.016389444417345495,0.020096580654602215,0.014389541973562266,0.01292619872201356,0.019462465245597776,0.020340471196527,0.02599873176918199,0.011560411687234769,0.013560314131017999,0.011462855470464856,0.0,0.0,0.0,0.0,0.0
HOXC8,4185,0.4836320191158901,1.0676877470355732,0.02079846999760937,0.016973464021037533,0.010279703562036816,0.011235955056179775,0.016017212526894573,0.021037532871145112,0.014582835285680135,0.013148458044465695,0.010040640688501076,0.011475017929715515,0.018168778388716233,0.021515658618216593,0.01912502988285919,0.01840784126225197,0.008367200573750896,0.015060961032751613,0.021515658618216593,0.019364092756394932,0.014582835285680135,0.006693760459000717,0.02055940712407363,0.022710972985895292,0.019842218503466413,0.016017212526894573,0.02390628735357399,0.018885967009323452,0.038967248386325606,0.018168778388716233,0.017451589768109014,0.015060961032751613,0.009562514941429595,0.016495338273966053,0.015539086779823094,0.019842218503466413,0.018168778388716233,0.02581879034185991,0.018885967009323452,0.015060961032751613,0.009323452067893857,0.015778149653358834,0.012670332297394215,0.014821898159215873,0.013387520918001434,0.014343772412144394,0.010996892182644035,0.017451589768109014,0.010757829309108296,0.01673440114750179,0.012431269423858474,0.008606263447286636,0.008606263447286636,0.007410949079607937,0.012909395170929955,0.012909395170929955,0.016256275400430314,0.022710972985895292,0.019842218503466413,0.014343772412144394,0.008606263447286636,0.013626583791537174,0.016017212526894573,0.010518766435572556,0.011953143676786996,0.007650011953143677,0.0,0.0,0.0,0.0,0.0
